timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-16T16:24:53,codecarbon,11016e7d-061c-4133-b603-855d67f8acde,0.002270936965942383,6.165006685448074e-10,2.714741438404367e-07,5.0,0.0,3.0,1.4374653498331707e-09,0,2.1735827128092447e-10,1.6548236211140951e-09,United States,USA,massachusetts,,,macOS-14.2.1-arm64-arm-64bit,3.9.10,2.3.2,8,Apple M1,,,-71.0712,42.2904,8.0,machine,N,1.0
